Model,Hardware,Latency (s),Energy (J),Area (mm^2),Latency Breakdown,Energy Breakdown,Area Breakdown
GPT-3 (175B),tpu_v4,950036.029243392,38001726.14908694,24.576,"{'QKV_proj': 0.301989888, 'Attention': 0.201326592, 'Softmax': 8.192e-06, 'MHA_proj': 0.100663296, 'FFN_1': 4947.802324992, 'FFN_2': 4947.802324992, 'Total_Latency': 950036.029243392}","{'MAC': 285.010808537088, 'DAC': 0.0, 'ADC': 0.0, 'Static': 38001441.1382784, 'Total_Energy': 38001726.14908694}","{'MAC_array': 24.576, 'PCA': 0.0, 'ADC': 0.0, 'Total_Area': 24.576}"
T5-3B,deap_cnn,164.95694807040002,6.109592787025921,10.8352,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.00618588536832, 'DAC': 0.32991388631040003, 'ADC': 4.9152000000000006e-09, 'Static': 5.773493010432001, 'Total_Energy': 6.109592787025921}","{'MAC_array': 10.24, 'PCA': 0.48, 'ADC': 0.1152, 'Total_Area': 10.8352}"
T5-3B,gpu_a100,2339.8148662468084,116991.3584149198,15.600000000000001,"{'QKV_proj': 0.008924051063829787, 'Attention': 0.005949367375886525, 'Softmax': 2.904964539007092e-06, 'MHA_proj': 0.0029746836879432624, 'FFN_1': 48.73721754326241, 'FFN_2': 48.73721754326241, 'Total_Latency': 2339.8148662468084}","{'MAC': 0.618588536832, 'DAC': 0.0, 'ADC': 0.0, 'Static': 116990.73982638297, 'Total_Energy': 116991.3584149198}","{'MAC_array': 15.600000000000001, 'PCA': 0.0, 'ADC': 0.0, 'Total_Area': 15.600000000000001}"
T5-3B,holylight,206.196185088,8.586008894914562,16.864,"{'QKV_proj': 0.000786432, 'Attention': 0.000524288, 'Softmax': 2.56e-07, 'MHA_proj': 0.000262144, 'FFN_1': 4.294967296, 'FFN_2': 4.294967296, 'Total_Latency': 206.196185088}","{'MAC': 0.00824784715776, 'DAC': 0.32991388631040003, 'ADC': 3.6864e-09, 'Static': 8.24784715776, 'Total_Energy': 8.586008894914562}","{'MAC_array': 16.384, 'PCA': 0.384, 'ADC': 0.096, 'Total_Area': 16.864}"
T5-3B,lightbulb_photonic,164.95694807040002,8.58188497072128,30.5408,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.00412392357888, 'DAC': 0.32991388631040003, 'ADC': 3.072e-09, 'Static': 8.24784715776, 'Total_Energy': 8.58188497072128}","{'MAC_array': 29.4912, 'PCA': 0.896, 'ADC': 0.1536, 'Total_Area': 30.5408}"
T5-3B,pidcop_small_10G,164.95694807040002,9.1551103574016,21.248,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 8.24784715776, 'Total_Energy': 9.1551103574016}","{'MAC_array': 20.48, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 21.248}"
T5-3B,pidcop_small_25G,65.98277922815998,4.2064020627456005,21.248,"{'QKV_proj': 0.00025165824, 'Attention': 0.00016777216, 'Softmax': 8.192e-08, 'MHA_proj': 8.388608e-05, 'FFN_1': 1.37438953472, 'FFN_2': 1.37438953472, 'Total_Latency': 65.98277922815998}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 3.2991388631040004, 'Total_Energy': 4.2064020627456005}","{'MAC_array': 20.48, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 21.248}"
T5-3B,pidcop_large_10G,164.95694807040002,9.1551103574016,108.332,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 8.24784715776, 'Total_Energy': 9.1551103574016}","{'MAC_array': 106.58, 'PCA': 1.46, 'ADC': 0.292, 'Total_Area': 108.332}"
T5-3B,pidcop_large_25G,65.98277922815998,4.2064020627456005,108.332,"{'QKV_proj': 0.00025165824, 'Attention': 0.00016777216, 'Softmax': 8.192e-08, 'MHA_proj': 8.388608e-05, 'FFN_1': 1.37438953472, 'FFN_2': 1.37438953472, 'Total_Latency': 65.98277922815998}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 3.2991388631040004, 'Total_Energy': 4.2064020627456005}","{'MAC_array': 106.58, 'PCA': 1.46, 'ADC': 0.292, 'Total_Area': 108.332}"
T5-3B,pidcop_asymmetric_10G,164.95694807040002,9.1551103574016,47.488,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 8.24784715776, 'Total_Energy': 9.1551103574016}","{'MAC_array': 46.72, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 47.488}"
T5-3B,pidcop_asymmetric_25G,65.98277922815998,4.2064020627456005,47.488,"{'QKV_proj': 0.00025165824, 'Attention': 0.00016777216, 'Softmax': 8.192e-08, 'MHA_proj': 8.388608e-05, 'FFN_1': 1.37438953472, 'FFN_2': 1.37438953472, 'Total_Latency': 65.98277922815998}","{'MAC': 0.08247847157760001, 'DAC': 0.824784715776, 'ADC': 1.2288e-08, 'Static': 3.2991388631040004, 'Total_Energy': 4.2064020627456005}","{'MAC_array': 46.72, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 47.488}"
T5-3B,pixel_photonic,164.95694807040002,5.3817202765824,8.8,"{'QKV_proj': 0.0006291456, 'Attention': 0.0004194304, 'Softmax': 2.048e-07, 'MHA_proj': 0.0002097152, 'FFN_1': 3.4359738368, 'FFN_2': 3.4359738368, 'Total_Latency': 164.95694807040002}","{'MAC': 0.020619617894400002, 'DAC': 0.412392357888, 'ADC': 6.144e-09, 'Static': 4.948708294656, 'Total_Energy': 5.3817202765824}","{'MAC_array': 8.192, 'PCA': 0.512, 'ADC': 0.096, 'Total_Area': 8.8}"
T5-3B,tpu_v4,1649.569480704,65983.27213290946,24.576,"{'QKV_proj': 0.006291456, 'Attention': 0.004194304, 'Softmax': 2.048e-06, 'MHA_proj': 0.002097152, 'FFN_1': 34.359738368, 'FFN_2': 34.359738368, 'Total_Latency': 1649.569480704}","{'MAC': 0.49487082946559996, 'DAC': 0.0, 'ADC': 0.0, 'Static': 65982.77726208, 'Total_Energy': 65983.27213290946}","{'MAC_array': 24.576, 'PCA': 0.0, 'ADC': 0.0, 'Total_Area': 24.576}"
OPT-350M,deap_cnn,92.86191022079998,3.4393722912768006,10.8352,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.003482320896, 'DAC': 0.18572378112000001, 'ADC': 1.9660800000000002e-08, 'Static': 3.2501661696000004, 'Total_Energy': 3.4393722912768006}","{'MAC_array': 10.24, 'PCA': 0.48, 'ADC': 0.1152, 'Total_Area': 10.8352}"
OPT-350M,gpu_a100,1317.1902158978723,65859.84508315343,15.600000000000001,"{'QKV_proj': 0.026772153191489362, 'Attention': 0.017848102127659575, 'Softmax': 1.1619858156028369e-05, 'MHA_proj': 0.008924051063829787, 'FFN_1': 27.414684868085107, 'FFN_2': 27.414684868085107, 'Total_Latency': 1317.1902158978723}","{'MAC': 0.3482320896, 'DAC': 0.0, 'ADC': 0.0, 'Static': 65859.49685106383, 'Total_Energy': 65859.84508315343}","{'MAC_array': 15.600000000000001, 'PCA': 0.0, 'ADC': 0.0, 'Total_Area': 15.600000000000001}"
OPT-350M,holylight,116.077387776,4.8334614183935996,16.864,"{'QKV_proj': 0.002359296, 'Attention': 0.001572864, 'Softmax': 1.024e-06, 'MHA_proj': 0.000786432, 'FFN_1': 2.415919104, 'FFN_2': 2.415919104, 'Total_Latency': 116.077387776}","{'MAC': 0.004643094528, 'DAC': 0.18572378112000001, 'ADC': 1.47456e-08, 'Static': 4.643094528, 'Total_Energy': 4.8334614183935996}","{'MAC_array': 16.384, 'PCA': 0.384, 'ADC': 0.096, 'Total_Area': 16.864}"
OPT-350M,lightbulb_photonic,92.86191022079998,4.831139868672,30.5408,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.002321547264, 'DAC': 0.18572378112000001, 'ADC': 1.2288e-08, 'Static': 4.643094528000001, 'Total_Energy': 4.831139868672}","{'MAC_array': 29.4912, 'PCA': 0.896, 'ADC': 0.1536, 'Total_Area': 30.5408}"
OPT-350M,pidcop_small_10G,92.86191022079998,5.153834975232001,21.248,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 4.643094528000001, 'Total_Energy': 5.153834975232001}","{'MAC_array': 20.48, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 21.248}"
OPT-350M,pidcop_small_25G,37.14476408832,2.367978258432,21.248,"{'QKV_proj': 0.00075497472, 'Attention': 0.00050331648, 'Softmax': 3.2768e-07, 'MHA_proj': 0.00025165824, 'FFN_1': 0.77309411328, 'FFN_2': 0.77309411328, 'Total_Latency': 37.14476408832}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 1.8572378112, 'Total_Energy': 2.367978258432}","{'MAC_array': 20.48, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 21.248}"
OPT-350M,pidcop_large_10G,92.86191022079998,5.153834975232001,108.332,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 4.643094528000001, 'Total_Energy': 5.153834975232001}","{'MAC_array': 106.58, 'PCA': 1.46, 'ADC': 0.292, 'Total_Area': 108.332}"
OPT-350M,pidcop_large_25G,37.14476408832,2.367978258432,108.332,"{'QKV_proj': 0.00075497472, 'Attention': 0.00050331648, 'Softmax': 3.2768e-07, 'MHA_proj': 0.00025165824, 'FFN_1': 0.77309411328, 'FFN_2': 0.77309411328, 'Total_Latency': 37.14476408832}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 1.8572378112, 'Total_Energy': 2.367978258432}","{'MAC_array': 106.58, 'PCA': 1.46, 'ADC': 0.292, 'Total_Area': 108.332}"
OPT-350M,pidcop_asymmetric_10G,92.86191022079998,5.153834975232001,47.488,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 4.643094528000001, 'Total_Energy': 5.153834975232001}","{'MAC_array': 46.72, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 47.488}"
OPT-350M,pidcop_asymmetric_25G,37.14476408832,2.367978258432,47.488,"{'QKV_proj': 0.00075497472, 'Attention': 0.00050331648, 'Softmax': 3.2768e-07, 'MHA_proj': 0.00025165824, 'FFN_1': 0.77309411328, 'FFN_2': 0.77309411328, 'Total_Latency': 37.14476408832}","{'MAC': 0.046430945280000004, 'DAC': 0.46430945279999997, 'ADC': 4.9152e-08, 'Static': 1.8572378112, 'Total_Energy': 2.367978258432}","{'MAC_array': 46.72, 'PCA': 0.64, 'ADC': 0.128, 'Total_Area': 47.488}"
OPT-350M,pixel_photonic,92.86191022079998,3.029619204096,8.8,"{'QKV_proj': 0.0018874368, 'Attention': 0.0012582912, 'Softmax': 8.192e-07, 'MHA_proj': 0.0006291456, 'FFN_1': 1.9327352832, 'FFN_2': 1.9327352832, 'Total_Latency': 92.86191022079998}","{'MAC': 0.011607736320000001, 'DAC': 0.23215472639999998, 'ADC': 2.4576e-08, 'Static': 2.7858567168, 'Total_Energy': 3.029619204096}","{'MAC_array': 8.192, 'PCA': 0.512, 'ADC': 0.096, 'Total_Area': 8.8}"
OPT-350M,tpu_v4,928.619102208,37145.03480967168,24.576,"{'QKV_proj': 0.018874368, 'Attention': 0.012582912, 'Softmax': 8.192e-06, 'MHA_proj': 0.006291456, 'FFN_1': 19.327352832, 'FFN_2': 19.327352832, 'Total_Latency': 928.619102208}","{'MAC': 0.27858567168, 'DAC': 0.0, 'ADC': 0.0, 'Static': 37144.756224, 'Total_Energy': 37145.03480967168}","{'MAC_array': 24.576, 'PCA': 0.0, 'ADC': 0.0, 'Total_Area': 24.576}"
